,oa,f_1,f_2,f_3,f_4,f_5,f_6
209,0.896388956,0.918654565,0.916449727,0.988154642,0.87916141,0.750079125,0.826599104
210,0.91186648,0.91365077,0.938243654,0.983136985,0.900416258,0.776930806,0.898975531
211,0.936185605,0.966904893,0.952557709,0.991562161,0.920577657,0.813735595,0.906650672
212,0.932092583,0.956868573,0.950020317,0.992161281,0.913666169,0.798345751,0.93123378
213,0.930784856,0.959500619,0.950260967,0.990771502,0.904457349,0.799687894,0.924321846
214,0.934759034,0.961742451,0.944370549,0.991531691,0.923439237,0.81937896,0.908492424
215,0.929362648,0.938819959,0.948719632,0.994660726,0.914817162,0.810251437,0.900802146
216,0.93308245,0.973129189,0.941744934,0.991280819,0.904066886,0.813628561,0.907007636
217,0.918762517,0.927402126,0.942332119,0.988300555,0.916637308,0.775155204,0.906569349
218,0.92100821,0.958653446,0.937356872,0.990027687,0.91167416,0.773175074,0.892018985
219,0.935263277,0.962781394,0.951611423,0.99339906,0.92098729,0.806340501,0.921409238
220,0.936784893,0.961344925,0.952220073,0.991758765,0.924588612,0.813721815,0.922104403
221,0.933406639,0.961385493,0.957284661,0.992528561,0.90315074,0.804370942,0.916457669
222,0.936305321,0.953023592,0.95781321,0.993921897,0.850358165,0.879825631,0.919683647
223,0.931649146,0.948658668,0.95540397,0.99296474,0.909386161,0.810053839,0.902995264
224,0.929904395,0.956515655,0.955729029,0.993418411,0.909589853,0.789660188,0.90634076
225,0.930486414,0.962987762,0.95126439,0.988761664,0.908605671,0.800276474,0.904778842
226,0.924204878,0.939102655,0.953422058,0.992377255,0.914579238,0.788286142,0.880411582
227,0.916801789,0.938183258,0.947318608,0.990974837,0.880513521,0.774649212,0.901614825
228,0.936702645,0.955122107,0.956003282,0.990171817,0.860500062,0.877256267,0.923406109
229,0.913775272,0.917271809,0.945439307,0.9842369,0.79334476,0.87957279,0.917562382
230,0.923659028,0.92697248,0.953006187,0.993712457,0.804042869,0.903418261,0.91157086
231,0.939032745,0.966167885,0.955902895,0.992895974,0.844418646,0.895243297,0.923557954
232,0.934445223,0.965239463,0.95018579,0.994525322,0.836317491,0.895181395,0.89845283
233,0.930437206,0.932690386,0.958577026,0.994758346,0.823583521,0.910021565,0.905561586
234,0.937165897,0.956360609,0.957728101,0.991693224,0.838435938,0.899404114,0.927706874
235,0.923750642,0.926642154,0.950763587,0.993263599,0.804857455,0.898073762,0.9207325
236,0.938887207,0.964565379,0.953087299,0.993120966,0.847394516,0.897325039,0.923712753
237,0.922050047,0.941815272,0.945346394,0.992366935,0.895580441,0.791580996,0.893807609
238,0.925726246,0.964709954,0.940763497,0.985105692,0.901603839,0.792716407,0.912068829
239,0.931979788,0.954920548,0.951918351,0.994453543,0.911774493,0.798492144,0.92598731
240,0.928582211,0.959455229,0.943941409,0.991599639,0.926188086,0.789069707,0.902968876
241,0.933879129,0.951675909,0.957569329,0.992628396,0.909185885,0.812054266,0.920180503
242,0.936739061,0.960646958,0.954687096,0.994542552,0.928469998,0.811255561,0.908947792
243,0.938404451,0.964095541,0.945139992,0.994541057,0.922748914,0.821052374,0.934319314
244,0.932538612,0.953969302,0.948757646,0.995143458,0.907227622,0.809098404,0.915928592
245,0.938635568,0.961371889,0.957342488,0.994249746,0.920256752,0.811298241,0.938547676
246,0.936133306,0.964946523,0.94492305,0.9932032,0.929420164,0.813638284,0.912326054
247,0.932081327,0.958403945,0.94409317,0.989981096,0.909706135,0.813020637,0.922114684
248,0.921001824,0.953333162,0.940326986,0.985379455,0.910058637,0.783685641,0.881578244
249,0.916204603,0.927170657,0.945461615,0.991282727,0.909607207,0.767254723,0.894508909
250,0.938444177,0.972640871,0.955829659,0.992782561,0.923080322,0.817174515,0.899169371
251,0.936402931,0.969558797,0.955051298,0.991958737,0.915700392,0.810865757,0.912027945
252,0.92987898,0.967219397,0.946603545,0.988809373,0.906504555,0.797854412,0.910129025
253,0.917926157,0.920519807,0.947365247,0.985579023,0.929817052,0.767051984,0.910319872
254,0.919949241,0.930732147,0.947426965,0.991408358,0.91533941,0.770725325,0.912973196
255,0.935682631,0.967095043,0.953772329,0.993426116,0.91789729,0.805707309,0.919366354
256,0.914041921,0.934692624,0.940570938,0.991219317,0.911940502,0.753370202,0.89022661
257,0.933974859,0.957694661,0.95374023,0.990710361,0.930733401,0.800466522,0.915002556
258,0.929292189,0.948215058,0.957064036,0.989249272,0.922975144,0.792851427,0.90651827
259,0.93797507,0.954317207,0.961110018,0.99238265,0.939683899,0.810898253,0.913032412
260,0.929544089,0.933286357,0.953570574,0.993094328,0.932706808,0.796782521,0.911141882
261,0.932621525,0.941228411,0.95940868,0.996499493,0.922191724,0.796361151,0.923763688
262,0.935260343,0.960877238,0.949115942,0.993629094,0.921064544,0.807499578,0.924920934
263,0.940813138,0.97305131,0.945873457,0.993714066,0.921550483,0.829058668,0.929208257
264,0.938088159,0.948069985,0.960490052,0.99547421,0.938602928,0.813305552,0.916267493
265,0.930487975,0.947911031,0.951571559,0.993477212,0.915424809,0.792202415,0.938735652
266,0.934339737,0.947963312,0.954161765,0.993980385,0.925233253,0.804266745,0.931273031
267,0.920526329,0.92071969,0.948256732,0.99491941,0.918141396,0.771503869,0.919462792
268,0.929092551,0.94280616,0.95142818,0.993215003,0.926316255,0.792920951,0.911426681
269,0.943185869,0.955633078,0.959559588,0.996343217,0.941538663,0.824519618,0.93561891
270,0.939964982,0.967073096,0.95587765,0.995488896,0.923012744,0.817049941,0.92698023
271,0.936134228,0.964624327,0.966068036,0.996838452,0.916715133,0.801370269,0.893635524
272,0.931576107,0.958204984,0.95304507,0.996809743,0.928157853,0.794675638,0.887285981
273,0.931026205,0.950344869,0.954506596,0.991290963,0.928023123,0.79912032,0.903154741
274,0.934585697,0.95655059,0.956037251,0.994114183,0.925746543,0.803777882,0.911566538
275,0.9249198,0.93670057,0.958519029,0.993719298,0.88776275,0.795047687,0.911864968
276,0.936981771,0.966786805,0.956930898,0.995231408,0.899577778,0.812664032,0.933422155
277,0.924656042,0.941980708,0.956893974,0.992190991,0.914160279,0.78062503,0.895789633
278,0.93852081,0.942375195,0.963148232,0.997434541,0.941350693,0.808500736,0.930107061
279,0.937876353,0.961448848,0.955570957,0.995536019,0.919123192,0.810381756,0.933570668
280,0.926569671,0.926145199,0.955066377,0.993164014,0.919566333,0.790678245,0.923543742
281,0.934379683,0.955675857,0.960744682,0.995998995,0.914458441,0.80079942,0.916219736
282,0.93748836,0.945478112,0.967053537,0.994411791,0.930243021,0.808504317,0.925528965
283,0.937423743,0.958188677,0.966896791,0.995766593,0.9085524,0.812138425,0.918480637
284,0.938031538,0.970442654,0.961719878,0.993211912,0.913558723,0.813010636,0.911182668
285,0.937568799,0.963743516,0.955972295,0.995737987,0.911657727,0.811494882,0.932412517
286,0.939967356,0.966792593,0.959286034,0.996170472,0.919825488,0.815674773,0.923114647
287,0.935754964,0.955716872,0.960059029,0.991581189,0.917541638,0.805448109,0.932046191
288,0.932180081,0.945230637,0.960379354,0.996536252,0.913788368,0.798496682,0.91913781
289,0.934264963,0.945250412,0.952853697,0.99465681,0.922833233,0.810745367,0.928355918
290,0.934702249,0.957607948,0.948850937,0.99443491,0.922396914,0.80118158,0.937811847
291,0.946248908,0.967744257,0.965887374,0.993265235,0.926749058,0.841385084,0.926746226
292,0.93901761,0.960234468,0.955725446,0.995221817,0.932049858,0.812548688,0.92795683
293,0.936184459,0.95301285,0.963069098,0.996802417,0.920914649,0.806282846,0.915915744
294,0.938753545,0.961549908,0.962852327,0.9943773,0.926205843,0.809811339,0.918139865
295,0.939361369,0.960265964,0.956440527,0.993118004,0.938025917,0.82067651,0.908832816
296,0.936747302,0.956532053,0.952227784,0.99479944,0.918771209,0.812213064,0.938787304
297,0.949475872,0.977795184,0.960309343,0.993257464,0.927194323,0.846685809,0.945012749
